Date,Tweets,clean_text
2021/4/9,Electric car company Polestar is designing a car that can be manufactured with zero emissions https://t.co/SzqW4oftf5 via @FastCompany #ElectricVehicles,electric car company polestar designing car manufactured zero emission http co szqw oftf via fastcompany electricvehicles
2021/4/9,"Vikram Handa set up Epsilon Advanced Materials ?€? India?€?s first manufacturer of lithium-ion battery parts &amp; plans to invest $807 million to produce 100,000 tons of synthetic graphite anode by 2030

Pakistan so far couldn't even announce 4 wheel EV policy
https://t.co/tDS545DVYl",vikram handa set epsilon advanced material india first manufacturer lithium ion battery part amp plan invest million produce ton synthetic graphite anode pakistan far even announce wheel ev policy http co tds dvyl
2021/4/9,@FullTimeNYDad @AnneNewsJunkie no the Tesla's are provided. They have 60 in the system. Private cars will not likely be allowed until full autonomy is released and any electric car with autonomy would work,fulltimenydad annenewsjunkie tesla provided system private car likely allowed full autonomy released electric car autonomy would work
2021/4/9,@Adam_Smith_82 Make your car pull over and stand you to attention next to it. Set the electric windows to half mast.,adam_smith_ make car pull stand attention next set electric window half mast
2021/4/9,"@ESscalper Cellphones, electric car batteries, cryptos....none of it is environmentally friendly.  Musk, Bezos and Branson need to speed up their space programs so they can mine the asteroid belt.",esscalper cellphone electric car battery cryptos none environmentally friendly musk bezos branson need speed space program mine asteroid belt
2021/4/9,"@ArmandDoma @mattyglesias @jbarro Elon originally promised specialized self-driving 16-person electric car people mover things. He's still insisting those are coming ~eventually~ and that the Tesla taxi thing is temporary

Tesla claims this model can move 4400 ppl / hour, which seems ambitious to me",armanddoma mattyglesias jbarro elon originally promised specialized self driving person electric car people mover thing still insisting coming eventually tesla taxi thing temporary tesla claim model move ppl hour seems ambitious
2021/4/9,@sammydean2401 @CNNOpinion @IlhanMN @zhaabowekwe That's what at least Telsa has been doing. I remember when an electric car cost 3 times that.,sammydean cnnopinion ilhanmn zhaabowekwe least telsa remember electric car cost time
2021/4/9,This is part 4 in this blog series that follows the manufacturing and operations data lifecycle stages of an electric car manufacturer. This blog focuses specifically on #predictiveanalytics. Check it out - https://t.co/QRYf05ytzu,part blog series follows manufacturing operation data lifecycle stage electric car manufacturer blog focus specifically predictiveanalytics check http co qryf ytzu
2021/4/9,RT @MofaYasir: Vikram Handa set up Epsilon Advanced Materials Pvt ?€? India?€?s first manufacturer of lithium-ion battery parts &amp; plans to inve?€?,rt mofayasir vikram handa set epsilon advanced material pvt india first manufacturer lithium ion battery part amp plan inve
2021/4/9,"@pwallmann5 Zwickau plant refurbishment started in 2018

https://t.co/3e10YQQSGD",pwallmann zwickau plant refurbishment started http co e yqqsgd
2021/4/9,"0 to 62 mph in 6.7 seconds. Not bad for a Mini...
MINI ELECTRIC PACESETTER THE OFFICIAL FIA FORMULA E SAFETY CAR. - https://t.co/wtuEeVKBth",mph second bad mini mini electric pacesetter official fia formula e safety car http co wtueevkbth
2021/4/9,"NIO Has Now Produced 100,000+ Electric Vehicles https://t.co/aa7pMXZ8J7 #EV #VE #MOBILITY #NewMobility",nio produced electric vehicle http co aa pmxz j ev mobility newmobility
2021/4/9,Hyundai KONA Electric Has Longest Range Of Any Car Eligible For UK?€?s Plug-In Car Grant https://t.co/TQH3pjnO0e #EV #VE #MOBILITY #NewMobility,hyundai kona electric longest range car eligible uk plug car grant http co tqh pjno e ev mobility newmobility
2021/4/9,@GadgeGlancy Been saying it for years. Jentioned am electric car to Mrs. Within 24 hours bombarded with message adverts.,gadgeglancy saying year jentioned electric car mr within hour bombarded message advert
2021/4/9,"@MuffinGrace1 @HamillHimself I'm predicting extinction of the human race in 100 yrs, by heat stroke, starvation, or viruses.

And that's even if everyone stops driving a car, gasoline or electric.",muffingrace hamillhimself predicting extinction human race yr heat stroke starvation virus even everyone stop driving car gasoline electric
2021/4/9,"#GroveHill #Tyler, Our #ClubCar limited slip shims can be installed in 1997-2013 Gas units as well as Club Car Electric units with Type K Transaxles. https://t.co/uMLGrIF1gh",grovehill tyler clubcar limited slip shim installed gas unit well club car electric unit type k transaxles http co umlgrif gh
2021/4/9,"@flowmachinefan @LovingNihilist @disco_socialist Not really
At the end of the day its up to the world governments
He could use ALL his money, yet the fossil fuel industry is still more profitable, so the government will go with that
The governments plan to stick to gasoline instead of standardizing electric car chargers",flowmachinefan lovingnihilist disco_socialist really end day world government could use money yet fossil fuel industry still profitable government go government plan stick gasoline instead standardizing electric car charger
2021/4/9,"@gina_doll Yes ma?€?am! 
Electric Lunch Box 2 in 1, Electric Lunch Box Food Heater Car and Home Use Portable Lunch Heater 110V &amp; 12V 40W - Stainless Steel Portable Food Warmer https://t.co/e5pRBwL9gF",gina_doll yes electric lunch box electric lunch box food heater car home use portable lunch heater v amp v w stainless steel portable food warmer http co e prbwl gf
2021/4/9,"@LorenzSpecht @Northernshark @RealKidPoker It's not about being efficient.......how do you dispose of a battery the size of a car that is toxic? You're the tree hugger. It's less efficient to mine for what is needed for electric vehicles and there's no plan for the waste. So, it's not green. It's the flavor of the week.",lorenzspecht northernshark realkidpoker efficient dispose battery size car toxic tree hugger le efficient mine needed electric vehicle plan waste green flavor week
2021/4/9,"@KingsHeathLTN @EvanDriscoll10 @mycorneroftheW @CarolineRussell @BeebsG @telesyros @LittleNinjaUK @BonshorRichard @Cornwall111 @LornaBlane @Alex_Sashas @ediz1975 @roozie52 @Graham8digits @PaulLomax @hold_bag @personasasa @JT73890719 @NormanC28839418 @ioisours @visitcamberwell @ShimanoSteve @simonjcalvert @VoiceOfN9 @OneLambeth_Just @DrGaryFuller @TheGreenParty @greenparty All @greenparty had to do was lobby for legislation requiring fuel stations to have at least one pump dispensing hydrogen fuel &amp; every major manufacturer at least one hydrogen powered car in their range. 
Also for electric charging every lamppost &amp; cheap PT with hydrogen buses.",kingsheathltn evandriscoll mycornerofthew carolinerussell beebsg telesyros littleninjauk bonshorrichard cornwall lornablane alex_sashas ediz roozie graham digit paullomax hold_bag personasasa jt normanc ioisours visitcamberwell shimanosteve simonjcalvert voiceofn onelambeth_just drgaryfuller thegreenparty greenparty greenparty lobby legislation requiring fuel station least one pump dispensing hydrogen fuel amp every major manufacturer least one hydrogen powered car range also electric charging every lamppost amp cheap pt hydrogen bus
2021/4/9,"Spanish govt approves a plan to spend up to 800 million euros ($950 million) until 2023 to encourage electric car sales, the Energy Ministry said on Friday. https://t.co/Yo7sGOQvR7",spanish govt approves plan spend million euro million encourage electric car sale energy ministry said friday http co yo sgoqvr
2021/4/9,"@JustNotTheSam @carterforva EVs are 1000x less likely to catch fire than a car with an internal COMBUSTION engine. Stop spreading propaganda from big oil. 

150 cars catch fire a day, but you want to make a big deal about a few Teslas that have caught fire in a decade. https://t.co/b2ycv9xg6T",justnotthesam carterforva ev x le likely catch fire car internal combustion engine stop spreading propaganda big oil car catch fire day want make big deal tesla caught fire decade http co b ycv xg
2021/4/9,"Toyota's Audacious plans to Surpass Tesla (2021) - Toyota has been vitriolically anti electric and tesla, Toyota seems to have a diversified approach rather than all electric car [00:09:05] https://t.co/v9sVcN64g4",toyota audacious plan surpass tesla toyota vitriolically anti electric tesla toyota seems diversified approach rather electric car [ ] http co v svcn g
2021/4/9,"@Carl_Baron You know I joke but The Abyss did a ""car chase""/battle between two electric, slow moving, completely unarmed, mini-subs and you'd think that would be the most boring thing ever but it actually was really thrilling and exciting.",carl_baron know joke abyss car chase battle two electric slow moving completely unarmed mini sub think would boring thing ever actually really thrilling exciting
2021/4/9,"After the upset at the government for cutting the plug in car grant last month, BMW, Nissan, Tesla and now Hyundai have all reduced their prices of their electric models. https://t.co/XjNReX0jqd",upset government cutting plug car grant last month bmw nissan tesla hyundai reduced price electric model http co xjnrex jqd
2021/4/9,"Vikram Handa set up Epsilon Advanced Materials Pvt ?€? India?€?s first manufacturer of lithium-ion battery parts &amp; plans to invest $807 million to produce 100,000 tons of synthetic graphite anode by 2030

Pakistan couldn't even announce 4 wheel EV policy

https://t.co/L4ZZTaQrzI",vikram handa set epsilon advanced material pvt india first manufacturer lithium ion battery part amp plan invest million produce ton synthetic graphite anode pakistan even announce wheel ev policy http co l zztaqrzi
2021/4/9,"Hyundai KONA Electric Has Longest Range Of Any Car Eligible For UK?€?s Plug-In Car Grant: Following a trend, or at least what Vauxhall has also done, Hyundai lowered the price of its KONA EV in order to keep it qualified for the UK?€? https://t.co/X6WKuaPNnq #Renewable #Energy https://t.co/pTe1WlXzkW",hyundai kona electric longest range car eligible uk plug car grant following trend least vauxhall also done hyundai lowered price kona ev order keep qualified uk http co x wkuapnnq renewable energy http co pte wlxzkw
2021/4/9,"Can You Really Shave $25,000 Off The Price Of An Electric??Car? https://t.co/3Fp2nCImxb",really shave price electric car http co fp ncimxb
2021/4/9,"@jacksfilms 
Reading your posts and the replies, I think the world is getting mentally prepared for the Chinese to take over the electric car market and the whole Elon Musk thing to just dry up and blow away.",jacksfilms reading post reply think world getting mentally prepared chinese take electric car market whole elon musk thing dry blow away
2021/4/9,RT @drivingmonitor: Mondeo man takes a bow: Ford's long-running family car to be axed next year as SUVs and electric vehicles take centre s?€?,rt drivingmonitor mondeo man take bow ford long running family car axed next year suv electric vehicle take centre
2021/4/9,Mercedes Will Test All-Electric Car on Roads this??Year https://t.co/nO0MKUgkeN,mercedes test electric car road year http co mkugken
2021/4/9,"Can You Really Shave $25,000 Off The Price Of An Electric??Car? https://t.co/nD4SwSCBmq",really shave price electric car http co nd swscbmq
2021/4/9,"ICYMI: A ?€?green and #JustRecovery"" with investment in buses and trains, particularly electric vehicles, would also reduce car use and air pollution, and protect vulnerable residents, said @c40cities, a network of cities pushing for #ClimateAction. https://t.co/oEHNj7p5Cr",icymi green justrecovery investment bus train particularly electric vehicle would also reduce car use air pollution protect vulnerable resident said c city network city pushing climateaction http co oehnj p cr
2021/4/9,"@CaptainEgg3 electric cars are usually cringe but every fe race ive seen has looked more like a stock car race with the way they drive, id have to go with w series and extreme e cause ive never even heard of em",captainegg electric car usually cringe every fe race ive seen looked like stock car race way drive id go w series extreme e cause ive never even heard em
2021/4/9,"A good idea. All together now;

We'll always be together... 
Together in Electric Dreams... 

https://t.co/xqRxb7pVcd",good idea together always together together electric dream http co xqrxb pvcd
2021/4/9,"#Pakistan #Main 10 #Lakh Sy #Neechy ...
 
https://t.co/zOS4aaW9bc
 
#AutoShop #BikesInPakistan #BudgetElectricCar #CarsInPakistan #ChineseElectricCar #ElectricCar #ElectricCars #ElectricCarsInPakistan #ElectricVehicles #Islamabad #Karachi #Lahore #NewCars #Tesla #TeslaCars https://t.co/BoYFBaGP08",pakistan main lakh sy neechy http co zos aaw bc autoshop bikesinpakistan budgetelectriccar carsinpakistan chineseelectriccar electriccar electriccars electriccarsinpakistan electricvehicles islamabad karachi lahore newcars tesla teslacars http co boyfbagp
2021/4/9,"If a car doesn?€?t have electric windows and power steering, it?€?s thought to be prehistoric. #CarTech - https://t.co/a7FuX5y7Yz",car electric window power steering thought prehistoric cartech http co fux yz
2021/4/9,"3000PSI Pressure Washer for $119!  

Pairs GREAT with a Foam Cannon for Car Washing, $16.88!  #Deal

 https://t.co/5eYek7bsIa https://t.co/PqHBq8jKiH",psi pressure washer pair great foam cannon car washing deal http co eyek bsia http co pqhbq jkih
2021/4/9,"3000PSI Pressure Washer for $119!  
https://t.co/nBUJdpY5Zb   

Pairs GREAT with a Foam Cannon for Car Washing, $16.88! https://t.co/qCyBZkUcN0 https://t.co/gDaym0YuGj",psi pressure washer http co nbujdpy zb pair great foam cannon car washing http co qcybzkucn http co gdaym yugj
2021/4/9,"#Tesla Is Still Dominating?€? For Now... Could Your Next Car Be an #Apple?
#Investors, don't miss this #stockreport: https://t.co/35fDn8JAJc 

#StocksToWatch: $TSLA $F $GM $AAPL $BB $VWAGY $BMWYY $DDAIF $QS $CHPT $LAZR $INTC $VLVLY $ON $VLDR $VNE #microcaps #microcapstocks https://t.co/YF6YVgOKec",tesla still dominating could next car apple investor miss stockreport http co fdn jajc stockstowatch tsla f gm aapl bb vwagy bmwyy ddaif q chpt lazr intc vlvly vldr vne microcaps microcapstocks http co yf yvgokec
2021/4/9,@TEDpartners @AnuPuusa Electric car company Polestar is designing a car that can be manufactured with zero emissions https://t.co/yZPUfQXtyd,tedpartners anupuusa electric car company polestar designing car manufactured zero emission http co yzpufqxtyd
2021/4/9,"Electric vehicles are better than gas-fueled vehicles, but it should not be the end game. 

Our central strategy should be transitioning from dominant car culture, investing in regional transit rails, and designing pedestrian-centered cities, etc.",electric vehicle better gas fueled vehicle end game central strategy transitioning dominant car culture investing regional transit rail designing pedestrian centered city etc
2021/4/9,Spain to subsidise electric car sales with 800 million euros to 2023 https://t.co/1NRGHC6yoA https://t.co/wz1s9kBNCr,spain subsidise electric car sale million euro http co nrghc yoa http co wz kbncr
2021/4/9,GLOBAL INNOVATION TRANSPORTATION INNOVATION DESIGN OF EVs @azeem @ExponentialView discussion @tonyseba @rethink_x @TeamAmple https://t.co/g4DPMvrC1y https://t.co/NpkLzzYguY https://t.co/gVVEscZb6B from @mbkeating @KeithTimimi,global innovation transportation innovation design ev azeem exponentialview discussion tonyseba rethink_x teamample http co g dpmvrc http co npklzzyguy http co gvvesczb b mbkeating keithtimimi
2021/4/9,"Say what you will about social media, but I've fixed my toilet (2x), my clothes dryer, the electric window switch in the car &amp; my printer etc. all by watching @YouTube videos! ?????????€???€???",say social medium fixed toilet x clothes dryer electric window switch car amp printer etc watching youtube video
2021/4/9,"President Biden's proposed infrastructure legislation rings in at $2.25 trillion, and includes a big sum of money specifically for electric car rebates in the price https://t.co/cvVVt1JJc5",president biden proposed infrastructure legislation ring trillion includes big sum money specifically electric car rebate price http co cvvvt jjc
2021/4/9,"Can You Really Shave $25,000 Off The Price Of An Electric Car? https://t.co/iTENOXxYa4",really shave price electric car http co itenoxxya
2021/4/9,"President Biden's proposed infrastructure legislation rings in at $2.25 trillion, and includes a big sum of money specifically for electric car rebates in the price https://t.co/SJums6QqCV",president biden proposed infrastructure legislation ring trillion includes big sum money specifically electric car rebate price http co sjums qqcv
2021/4/9,Spain to subsidise electric car sales with 800 million euros to 2023 https://t.co/DnMd3iEqxc https://t.co/IpfS6o1etU,spain subsidise electric car sale million euro http co dnmd ieqxc http co ipfs etu
2021/4/9,"Can You Really Shave $25,000 Off The Price Of An Electric Car? https://t.co/z5E1ZarHAB via @insideevs.com",really shave price electric car http co z e zarhab via insideevs com
2021/4/9,"Don't drive the little electric car like it's a tractor trailer. You're the size of a thimble, there's no need to swing out into my lane to make the turn. #fuckmerunning",drive little electric car like tractor trailer size thimble need swing lane make turn fuckmerunning
2021/4/9,"@RBReich I think people should concentrate on companies that literally lives off taxpayers' money, such as electric car companies, not Amazon that's never taken a nickel from the government.",rbreich think people concentrate company literally life taxpayer money electric car company amazon never taken nickel government
2021/4/9,"@mateosfo I?€?m referring to the actual shape of the plug. A subsidy could help ensure any car can use a station, and prevent that dumb thing Jeep is doing

https://t.co/dSAekBRvtY https://t.co/h8fyPG6lNF",mateosfo referring actual shape plug subsidy could help ensure car use station prevent dumb thing jeep http co dsaekbrvty http co h fypg lnf
2021/4/9,"""They found electric cars were easily more climate friendly than gas-burning ones. Over a lifetime, they were often cheaper, too."" (despite higher upfront costs and emissions due to the battery)
https://t.co/5HmEcel3Pp
-BV",found electric car easily climate friendly gas burning one lifetime often cheaper despite higher upfront cost emission due battery http co hmecel pp bv
2021/4/9,"RT @valley_design: Tesla shares skyrocket for electric car delivery record, see how much they're worth now https://t.co/RWTxyjjQIM https://?€?",rt valley_design tesla share skyrocket electric car delivery record see much worth http co rwtxyjjqim http
2021/4/9,"RT @dougbrownDBA: Tesla shares skyrocket for electric car delivery record, see how much they're worth now https://t.co/AkuealNV3m #Business?€?",rt dougbrowndba tesla share skyrocket electric car delivery record see much worth http co akuealnv business
2021/4/9,Hyundai KONA Electric Has Longest Range Of Any Car Eligible For UK?€?s Plug-In Car??Grant https://t.co/NpnDIH8vCh,hyundai kona electric longest range car eligible uk plug car grant http co npndih vch
2021/4/9,So for years and years auto companies and oil companies suppressed the electric car. Were they only waiting all along for a preposterously vainglorious billionaire to adopt the technology and give it a bad name? https://t.co/h9xpHwFacw,year year auto company oil company suppressed electric car waiting along preposterously vainglorious billionaire adopt technology give bad name http co h xphwfacw
2021/4/9,"With the prospect of Jaguar becoming an electric-only brand from 2025, the big supercharged V8 engine under the bonnet of the F-Type is suddenly even more attractive. Second-hand picks: https://t.co/KeYwgWWuaN https://t.co/JilmHLErkO",prospect jaguar becoming electric brand big supercharged v engine bonnet f type suddenly even attractive second hand pick http co keywgwwuan http co jilmhlerko
2021/4/9,A very Miami video: a car light in this dope electric car humbled by some litter in the street ???? https://t.co/mG5FvuBPcY,miami video car light dope electric car humbled litter street http co mg fvubpcy
2021/4/9,"@edinlakes No, not electric, Ed.  I went for the petrol and manual option that I know.  My old car had only done 46,000 miles which I guess in 14 years isn't much.  We tend to use Doug's car for longer journeys xx",edinlakes electric ed went petrol manual option know old car done mile guess year much tend use doug car longer journey xx
2021/4/9,@GasPriceWizard love that sign...I have family from that small piece of heaven or as my Grandma said- Gods country over the causeway. Why cant these do-gooders see the harm in the reduction of fossil fuels. I wish someone would breakdown the harm of an electric car!,gaspricewizard love sign family small piece heaven grandma said god country causeway cant gooders see harm reduction fossil fuel wish someone would breakdown harm electric car
2021/4/9,RT @CoachBalto: Electric bikes transform child pickup. We need to do a study on parent blood pressure in a car &amp; on a bike during arrival &amp;?€?,rt coachbalto electric bike transform child pickup need study parent blood pressure car amp bike arrival amp
2021/4/9,"this is so great! but i think it could b further improved if we linked a bunch of larger bus like vehicles together instead of just 1 car, and got rid of the battery and used an electric powered rail system to lower cost and maximize the number of people we can transport! https://t.co/DEZhvhzc1n",great think could b improved linked bunch larger bus like vehicle together instead car got rid battery used electric powered rail system lower cost maximize number people transport http co dezhvhzc n
2021/4/9,"@DanielCars05 If I absolutely had to drive an electric car, this would be it. I especially like that spare wheel colour against the green.",danielcars absolutely drive electric car would especially like spare wheel colour green
2021/4/9,Used Electric Car Buying Advice https://t.co/Kj5sWRYJ0h via @insideevs.com,used electric car buying advice http co kj swryj h via insideevs com
2021/4/9,"Spain offers $950 mn subsidy for electric car sales
https://t.co/m3L5pAvWln",spain offer mn subsidy electric car sale http co l pavwln
2021/4/9,"Add Cry/Electric Co - U2.

She's finally gone. 40 minutes at least yelling at Zipcar on the phone about how the exact car she reserved wasn't available and her refusing a similar replacement.",add cry electric co u finally gone minute least yelling zipcar phone exact car reserved available refusing similar replacement
2021/4/9,Biden plan calls for $100B in EV rebates and that's huge https://t.co/77iR1PhVNY OPINION: Americans have a 100-year love affair with the gasoline car. Mr. President: Please stop trying to force those disgusting unwanted electric cars down the majority's throat!,biden plan call b ev rebate huge http co ir phvny opinion american year love affair gasoline car mr president please stop trying force disgusting unwanted electric car majority throat
2021/4/9,Biden plan calls for $100B in EV rebates and that's huge https://t.co/77iR1Pzxcy OPINION: Americans have a 100-year love affair with the gasoline car. Mr. President: Please stop trying to force those disgusting unwanted electric cars down the majority's throat!,biden plan call b ev rebate huge http co ir pzxcy opinion american year love affair gasoline car mr president please stop trying force disgusting unwanted electric car majority throat
2021/4/9,Volkswagen brand expects its 2021 electric car deliveries to double https://t.co/OY9jbRMFG4,volkswagen brand expects electric car delivery double http co oy jbrmfg
2021/4/9,"@Yourstrulyrr2 @AKASHBH95801446 @oggy_po Big Oil and Big Three ( Car Companies ) dominated / suppressed everyone, then came Elon with Electric Car ..now changes are happening",yourstrulyrr akashbh oggy_po big oil big three car company dominated suppressed everyone came elon electric car change happening
2021/4/9,Applet2: Spain to subsidise electric car sales with 800 million euros to 2023 https://t.co/p57yc1Fj8M,applet spain subsidise electric car sale million euro http co p yc fj
2021/4/9,"Ahhh yes; a subway for individuals, so narrow you can?€?t even open the doors to your car. I can?€?t imagine anything going wrong; especially if you make sure to only use the brand of electric car with a tendency to randomly explode. https://t.co/OUiCFQvs7j",ahhh yes subway individual narrow even open door car imagine anything going wrong especially make sure use brand electric car tendency randomly explode http co ouicfqvs j
2021/4/9,"I recently saw the story about a firm making Nigeria?€?s first solar powered electric car charge point. I honestly do hope that the Nigerian govt don?€?t shut you down. They will consider you as a threat to the oil industry.
A country that kills innovation can never grow.",recently saw story firm making nigeria first solar powered electric car charge point honestly hope nigerian govt shut consider threat oil industry country kill innovation never grow
2021/4/9,"Aston Martin plans electric sports car, SUV from 2025 Aston Martin unveiled a battery-electric version of its former https://t.co/k77u1zavSR",aston martin plan electric sport car suv aston martin unveiled battery electric version former http co k u zavsr
2021/4/9,@rich_teer @grescoe Yeah I agree there. I?€?m saying that relying on ?€?one day we?€?ll maybe get an electric car?€? as the majority of the approach is what gets us all dead. We need to be doing loads of things so that?€?s not the only move.,rich_teer grescoe yeah agree saying relying one day maybe get electric car majority approach get u dead need load thing move
2021/4/9,"RT @MoveCarLeasing: ???Go electric today with the new Jaguar E-Pace

https://t.co/megQRNevkZ

#MVL #movevehicleleasing #carleasing #car #newc?€?",rt movecarleasing go electric today new jaguar e pace http co megqrnevkz mvl movevehicleleasing carleasing car newc
2021/4/9,passenger in an electric car in a subterranean tube system in a state where most earthquakes happen. i bet the cars have live feed capabilities so we will see accidents that would normally not survive a crash. ain't the future grand? i will be growing tomatoes &amp; potatoes thank u! https://t.co/Ih5U7veM9M,passenger electric car subterranean tube system state earthquake happen bet car live feed capability see accident would normally survive crash future grand growing tomato amp potato thank u http co ih u vem
2021/4/9,when I?€?m in the car with @driedroaches and he starts playing electric love  https://t.co/f8lNwE8Pvd,car driedroaches start playing electric love http co f lnwe pvd
2021/4/9,"@mtobis Michael, you say: ""approximately that much infrastructure will be replaced"". 

True ... but for fossil fuels that just means I'll buy a new car. To REPLACE fossil fuels means EVERYTHING goes electric ... different universe of replacements, orders of magnitude harder.

w.",mtobis michael say approximately much infrastructure replaced true fossil fuel mean buy new car replace fossil fuel mean everything go electric different universe replacement order magnitude harder w
2021/4/9,@nottaconformist THIS IS THE TRUTH.  DONT FALL FOR SATELLITE MISINFORMATION. GET MAGNETIC FIELD AND ELECTRIC FIELD METERS AND START MAKING VIDEO EVIDENCE OF THE SPARKS IN YOUR APARTMENTS OFFICES CAR IN PURE DARKNESS,nottaconformist truth dont fall satellite misinformation get magnetic field electric field meter start making video evidence spark apartment office car pure darkness
2021/4/9,"@DavidGiacomin @xxMrTimelessxx @GordonJohnson19 @jgillanNews3LV @Tesla @LVCVA @News3LV Man I wish I got money from Saudi Arabia. Getting paid to be on Twitter all day ???? I just don?€?t want impractical, bad ideas to get unfounded attention and traction, like hyperloop got. 

Saudi Arabia also invested in electric cars tough, https://t.co/8xAUrzpk2z",davidgiacomin xxmrtimelessxx gordonjohnson jgillannews lv tesla lvcva news lv man wish got money saudi arabia getting paid twitter day want impractical bad idea get unfounded attention traction like hyperloop got saudi arabia also invested electric car tough http co xaurzpk z
2021/4/9,"@britishgirlxrp Definitely sell 80% and try reach it ASAP.There will be a massive worldwide cyber attack within the next five years,it could wipe everything https://t.co/h9lQxcutmV a house,make it carbon neutral,electric car and invest the rest in precious metals and keep in a vault",britishgirlxrp definitely sell try reach asap massive worldwide cyber attack within next five year could wipe everything http co h lqxcutmv house make carbon neutral electric car invest rest precious metal keep vault
2021/4/9,@Roger_da_costa @Sillyshib Interesting how most announcements (I have heard so far) about electric car plants have been in EU. It's like Brexit makes UK unattractive for investments . . .,roger_da_costa sillyshib interesting announcement heard far electric car plant eu like brexit make uk unattractive investment
2021/4/9,#Nissan - Tipping point: 70% of European drivers would consider an electric vehicle as their next car via @automotiveworld https://t.co/bIs9tUkCdM #EUGreenDeal #ClimateActionNow #ElectricCar #ElectricCars #ElectricVehicles #EVs #Tesla #cars #autos #VW #Daimler #BMW #PSA #Renault,nissan tipping point european driver would consider electric vehicle next car via automotiveworld http co bi tukcdm eugreendeal climateactionnow electriccar electriccars electricvehicles ev tesla car auto vw daimler bmw psa renault
2021/4/9,"@Don7Himanshu @alex_avoigt Go to the American Auto museum in Reno (NV) and you'll find e.g. the Detroit. Only cheap oil and cteativity stood in the way to have an electric car revolution 100 years ago. Imagine, Elon Musk lived 100 years ago? We wouldn't even discuss climate issues today. :-)",himanshu alex_avoigt go american auto museum reno nv find e g detroit cheap oil cteativity stood way electric car revolution year ago imagine elon musk lived year ago even discus climate issue today
2021/4/9,"RT @ARYNEWSOFFICIAL: Spain to subsidise electric car sales with 800 million euros
#ARYNews

https://t.co/eXBdTSkZy8",rt arynewsofficial spain subsidise electric car sale million euro arynews http co exbdtskzy
2021/4/9,Picked up my new car today. Full electric. Will be interesting to see how this goes. Love the look of it https://t.co/i9FdxxcKMD,picked new car today full electric interesting see go love look http co fdxxckmd
2021/4/9,"RT @AlexWitzleben: #Australia electric car sales double, but swamped by numbers of diesel, petrol sales - Only 411 EVs
https://t.co/Yo61VQc?€?",rt alexwitzleben australia electric car sale double swamped number diesel petrol sale ev http co yo vqc
2021/4/9,"RT @Acolvinart: @Pedro_OTH True, but for $400k, you could just...get a luxury electric car instead. 12 mph is just so inefficient lol",rt acolvinart pedro_oth true k could get luxury electric car instead mph inefficient lol
2021/4/9,"#Australia electric car sales double, but swamped by numbers of diesel, petrol sales - Only 411 EVs
https://t.co/Yo61VQci2n #ScottMorrison #EUGreenDeal #ClimateActionNow #ElectricCar #ElectricCars #ElectricVehicles #EVs #Tesla #cars #autos #VW #Daimler #BMW #PSA #Renault #Peugeot",australia electric car sale double swamped number diesel petrol sale ev http co yo vqci n scottmorrison eugreendeal climateactionnow electriccar electriccars electricvehicles ev tesla car auto vw daimler bmw psa renault peugeot
2021/4/9,"Tesla Model Y, weird complaints in China - 41 total complaints, the most of any electric car - 35 of the complaints are about low frequency sounds from ""body resonance"" causing hearing problems
https://t.co/cwHlmGKcRx",tesla model weird complaint china total complaint electric car complaint low frequency sound body resonance causing hearing problem http co cwhlmgkcrx
2021/4/9,RT @Rn2To: @PutinRF_Eng @DarthPutinKGB and a electric motor to drone the wheels if a car/ tank or something bigger drives a vessels propell?€?,rt rn putinrf_eng darthputinkgb electric motor drone wheel car tank something bigger drive vessel propell
2021/4/9,"@Pedro_OTH True, but for $400k, you could just...get a luxury electric car instead. 12 mph is just so inefficient lol",pedro_oth true k could get luxury electric car instead mph inefficient lol
2021/4/9,"RT @muffinsAKA: ?€?Yeah so then the same guy who invented a popular electric car called a scuba diver a pedophile, promoted online dog money,?€?",rt muffinsaka yeah guy invented popular electric car called scuba diver pedophile promoted online dog money
2021/4/9,Spain to subsidise electric car sales with 800 million euros to 2023 https://t.co/9gThEQsqg9 #News,spain subsidise electric car sale million euro http co gtheqsqg news
2021/4/9,"@MachE_VLOG Even Edmunds which has a test that one can quibble on the details rated in far higher than that, even without going under the official zero on the battery. https://t.co/HlL0Cuj6wJ",mache_vlog even edmunds test one quibble detail rated far higher even without going official zero battery http co hll cuj wj
2021/4/9,"???Go electric today with the new Jaguar E-Pace

https://t.co/megQRNevkZ

#MVL #movevehicleleasing #carleasing #car #newcar #lease #leasing #Jaguar #JaguarEPace #coolcar #leasedontbuy #electric #hybrid #plugin #gogreen #savetheplanet https://t.co/LpH8Ho5Reh",go electric today new jaguar e pace http co megqrnevkz mvl movevehicleleasing carleasing car newcar lease leasing jaguar jaguarepace coolcar leasedontbuy electric hybrid plugin gogreen savetheplanet http co lph ho reh
2021/4/9,"3000PSI Pressure Washer for $119!  

Pairs GREAT with a Foam Cannon for Car Washing, $16.88!  #Deal

 https://t.co/5eYek7bsIa https://t.co/haOx920UaK",psi pressure washer pair great foam cannon car washing deal http co eyek bsia http co haox uak
